timestamp,stage,ticker,date,issue_type,category,rule_name,field,old_value,new_value,action,action_source,comment
1773667473914,CLEAN,000905.SH,20240124,InvalidTickSize,IntraBarLogic,TickSizeRule,price,"open=4886.2037,high=4941.4403,low=4766.8035,close=4933.7009,vwap=4933.7009","open=4886.2037,high=4941.4403,low=4766.8035,close=4933.7009,vwap=4933.7009",UNRESOLVED,DISABLED,No policy configured for this issue
1773667473914,CLEAN,000905.SH,20240123,InvalidTickSize,IntraBarLogic,TickSizeRule,price,"open=4771.4963,high=4889.4223,low=4727.8806,close=4865.743,vwap=4865.743","open=4771.4963,high=4889.4223,low=4727.8806,close=4865.743,vwap=4865.743",UNRESOLVED,DISABLED,No policy configured for this issue
1773667473914,CLEAN,000905.SH,20240122,InvalidTickSize,IntraBarLogic,TickSizeRule,price,"open=5008.6804,high=5008.7672,low=4753.6302,close=4780.9748,vwap=4780.9748","open=5008.6804,high=5008.7672,low=4753.6302,close=4780.9748,vwap=4780.9748",UNRESOLVED,DISABLED,No policy configured for this issue
1773667473914,CLEAN,000905.SH,20240119,InvalidTickSize,IntraBarLogic,TickSizeRule,price,"open=5056.4765,high=5084.2902,low=5014.7667,close=5018.4332,vwap=5018.4332","open=5056.4765,high=5084.2902,low=5014.7667,close=5018.4332,vwap=5018.4332",UNRESOLVED,DISABLED,No policy configured for this issue
1773667473914,CLEAN,000905.SH,20240118,InvalidTickSize,IntraBarLogic,TickSizeRule,price,"open=5033.1032,high=5069.2295,low=4924.6815,close=5066.9579,vwap=5066.9579","open=5033.1032,high=5069.2295,low=4924.6815,close=5066.9579,vwap=5066.9579",UNRESOLVED,DISABLED,No policy configured for this issue
1773667473914,CLEAN,000905.SH,20240117,InvalidTickSize,IntraBarLogic,TickSizeRule,price,"open=5180.9251,high=5180.9251,low=5061.5395,close=5061.5395,vwap=5061.5395","open=5180.9251,high=5180.9251,low=5061.5395,close=5061.5395,vwap=5061.5395",UNRESOLVED,DISABLED,No policy configured for this issue
1773667473914,CLEAN,000905.SH,20240116,InvalidTickSize,IntraBarLogic,TickSizeRule,price,"open=5188.3692,high=5210.0834,low=5124.0823,close=5190.3975,vwap=5190.3975","open=5188.3692,high=5210.0834,low=5124.0823,close=5190.3975,vwap=5190.3975",UNRESOLVED,DISABLED,No policy configured for this issue
1773667473914,CLEAN,000905.SH,20240115,InvalidTickSize,IntraBarLogic,TickSizeRule,price,"open=5189.5279,high=5238.9581,low=5171.2399,close=5193.2956,vwap=5193.2956","open=5189.5279,high=5238.9581,low=5171.2399,close=5193.2956,vwap=5193.2956",UNRESOLVED,DISABLED,No policy configured for this issue
1773667473914,CLEAN,000905.SH,20240112,InvalidTickSize,IntraBarLogic,TickSizeRule,price,"open=5213.1356,high=5262.6165,low=5206.1607,close=5206.178,vwap=5206.178","open=5213.1356,high=5262.6165,low=5206.1607,close=5206.178,vwap=5206.178",UNRESOLVED,DISABLED,No policy configured for this issue
1773667473914,CLEAN,000905.SH,20240111,InvalidTickSize,IntraBarLogic,TickSizeRule,price,"open=5152.359,high=5243.1387,low=5146.8978,close=5223.8633,vwap=5223.8633","open=5152.359,high=5243.1387,low=5146.8978,close=5223.8633,vwap=5223.8633",UNRESOLVED,DISABLED,No policy configured for this issue
1773667473914,CLEAN,000905.SH,20240110,InvalidTickSize,IntraBarLogic,TickSizeRule,price,"open=5167.7319,high=5211.8158,low=5118.4332,close=5158.0784,vwap=5158.0784","open=5167.7319,high=5211.8158,low=5118.4332,close=5158.0784,vwap=5158.0784",UNRESOLVED,DISABLED,No policy configured for this issue
1773667473914,CLEAN,000905.SH,20240109,InvalidTickSize,IntraBarLogic,TickSizeRule,price,"open=5176.1129,high=5220.4578,low=5152.9987,close=5180.653,vwap=5180.653","open=5176.1129,high=5220.4578,low=5152.9987,close=5180.653,vwap=5180.653",UNRESOLVED,DISABLED,No policy configured for this issue
1773667473914,CLEAN,000905.SH,20240108,InvalidTickSize,IntraBarLogic,TickSizeRule,price,"open=5268.2339,high=5268.9787,low=5167.6997,close=5167.6997,vwap=5167.6997","open=5268.2339,high=5268.9787,low=5167.6997,close=5167.6997,vwap=5167.6997",UNRESOLVED,DISABLED,No policy configured for this issue
1773667473914,CLEAN,000905.SH,20240105,InvalidTickSize,IntraBarLogic,TickSizeRule,price,"open=5347.0727,high=5373.6788,low=5260.5939,close=5281.8711,vwap=5281.8711","open=5347.0727,high=5373.6788,low=5260.5939,close=5281.8711,vwap=5281.8711",UNRESOLVED,DISABLED,No policy configured for this issue
1773667473914,CLEAN,000905.SH,20240104,InvalidTickSize,IntraBarLogic,TickSizeRule,price,"open=5395.1428,high=5395.1428,low=5331.892,close=5355.3216,vwap=5355.3216","open=5395.1428,high=5395.1428,low=5331.892,close=5355.3216,vwap=5355.3216",UNRESOLVED,DISABLED,No policy configured for this issue
1773667473914,CLEAN,000905.SH,20240103,InvalidTickSize,IntraBarLogic,TickSizeRule,price,"open=5398.2939,high=5428.5204,low=5373.8317,close=5401.395,vwap=5401.395","open=5398.2939,high=5428.5204,low=5373.8317,close=5401.395,vwap=5401.395",UNRESOLVED,DISABLED,No policy configured for this issue
1773667473914,CLEAN,000905.SH,20240102,InvalidTickSize,IntraBarLogic,TickSizeRule,price,"open=5431.4784,high=5439.4778,low=5409.4554,close=5409.4554,vwap=5409.4554","open=5431.4784,high=5439.4778,low=5409.4554,close=5409.4554,vwap=5409.4554",UNRESOLVED,DISABLED,No policy configured for this issue
